note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-00759,ACC-0151,Regional HVAC Professionals,Call,Jordan Blake,2023-05-04,Check-in call completed. Customer excited about new features. Next step: schedule follow-up.,Yes,
NOTE-00760,ACC-0450,Elite Pest Control Associates,Escalation,Lena Fischer,2025-03-24,Customer escalated billing issue. Resolved within 5 hours.,No,2025-03-27
NOTE-00761,ACC-0361,Summit HVAC Systems,Call,Omar Castillo,2023-11-05,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,Yes,2023-11-18
NOTE-00762,ACC-0547,TrustWorks HVAC Systems,Upsell Attempt,Lena Fischer,2025-03-11,Discussed seat expansion — customer added 2 techs. MRR increase: $389.,Yes,
NOTE-00763,ACC-0492,SwiftLine Pest Control Experts,Escalation,Ravi Mehta,2024-02-03,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,2024-02-13
NOTE-00764,ACC-0483,Dynamic HVAC Partners,QBR,Omar Castillo,2023-04-30,"QBR held with IT lead. Reviewed usage metrics, discussed QuickBooks integration. Customer frustrated.",No,
NOTE-00765,ACC-0213,Metro Other Experts,Renewal Discussion,Ravi Mehta,2023-07-10,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-07-20
NOTE-00766,ACC-0265,RapidFix Pest Control Services,Health Check,Felix Brennan,2024-01-14,Weekly health check — score 78.4. Mobile adoption at risk.,No,
NOTE-00767,ACC-0615,Elite HVAC Systems,Renewal Discussion,Lena Fischer,2023-10-25,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00768,ACC-0461,Heritage Pest Control Solutions,QBR,Jordan Blake,2024-08-14,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,No,
NOTE-00769,ACC-0196,Regional HVAC Professionals,QBR,Jordan Blake,2023-03-29,"QBR held with office manager. Reviewed usage metrics, discussed pricing. Customer neutral.",No,
NOTE-00770,ACC-0615,Elite HVAC Systems,Call,Lena Fischer,2024-05-27,Spoke with ops director re: billing. Action: send documentation.,No,
NOTE-00771,ACC-0077,Allied HVAC Solutions,Call,Lena Fischer,2024-02-03,Spoke with ops director re: pricing. Action: loop in SE.,No,2024-02-14
NOTE-00772,ACC-0296,Pinnacle HVAC Group,Email,Jordan Blake,2024-05-13,Customer replied re: reporting. considering cancellation.,No,
NOTE-00773,ACC-0136,SwiftLine HVAC Professionals,Call,Omar Castillo,2023-09-29,Spoke with ops director re: billing. Action: send upsell proposal.,No,2023-10-06
NOTE-00774,ACC-0494,RapidFix HVAC Partners,Renewal Discussion,Emma Solis,2024-02-11,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2024-02-25
NOTE-00775,ACC-0273,BlueStar Facilities Management Works,Call,Emma Solis,2024-09-16,Spoke with IT lead re: mobile app adoption. Action: schedule follow-up.,No,2024-09-30
NOTE-00776,ACC-0105,OneCall HVAC Services,Health Check,Felix Brennan,2025-01-23,Weekly health check — score 45.6. Mobile adoption at risk.,No,2025-02-03
NOTE-00777,ACC-0279,Premier Plumbing Solutions,Upsell Attempt,Felix Brennan,2025-02-06,Discussed seat expansion — customer added 5 techs. MRR increase: $234.,Yes,2025-02-15
NOTE-00778,ACC-0553,OneCall Plumbing Services,Email,Lena Fischer,2024-11-30,Followed up on QuickBooks integration. No response yet.,Yes,
NOTE-00779,ACC-0623,Pinnacle Landscaping Group,Health Check,Ravi Mehta,2023-06-18,Health score reviewed: 82.8. Status: Green. loop in SE flagged.,No,2023-07-02
NOTE-00780,ACC-0121,BlueStar HVAC Experts,Health Check,Emma Solis,2025-02-22,Health score reviewed: 73.5. Status: Green. loop in SE flagged.,No,
NOTE-00781,ACC-0254,Pinnacle HVAC Partners,Health Check,Lena Fischer,2024-04-08,Weekly health check — score 51.5. Mobile adoption at risk.,Yes,
NOTE-00782,ACC-0453,Heritage HVAC Partners,Health Check,Omar Castillo,2024-06-16,Health score reviewed: 84.2. Status: Green. escalate to VP CS flagged.,Yes,
NOTE-00783,ACC-0186,SwiftLine Facilities Management Partners,Email,Tanya Oluoch,2024-05-09,Customer replied re: billing. considering cancellation.,No,2024-05-21
NOTE-00784,ACC-0115,Dynamic HVAC Works,QBR,Tanya Oluoch,2023-10-08,"QBR held with ops director. Reviewed usage metrics, discussed scheduling features. Customer frustrated.",No,2023-10-22
NOTE-00785,ACC-0187,OneCall HVAC Group,Health Check,Jordan Blake,2024-09-18,Weekly health check — score 87.2. Mobile adoption at risk.,Yes,
NOTE-00786,ACC-0278,OneCall HVAC Works,Health Check,Sadia Islam,2025-04-07,Health score reviewed: 32.0. Status: Red. loop in SE flagged.,No,2025-04-15
NOTE-00787,ACC-0066,Pinnacle HVAC Group,Call,Emma Solis,2024-05-14,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,2024-05-25
NOTE-00788,ACC-0260,Elite HVAC Partners,Email,Sadia Islam,2023-02-04,Followed up on pricing. No response yet.,No,
NOTE-00789,ACC-0083,Apex HVAC Experts,Email,Lena Fischer,2024-03-08,Sent renewal email — awaiting response.,No,
NOTE-00790,ACC-0606,BlueStar HVAC Experts,Upsell Attempt,Sadia Islam,2023-04-17,Presented Analytics Add-On demo. Customer considering cancellation.,No,2023-04-25
NOTE-00791,ACC-0518,TrustWorks HVAC Partners,Renewal Discussion,Jordan Blake,2023-07-19,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00792,ACC-0045,Allied Plumbing Experts,Health Check,Ravi Mehta,2023-12-04,Health score reviewed: 90.2. Status: Green. send upsell proposal flagged.,No,
NOTE-00793,ACC-0199,National Pest Control Professionals,Escalation,Ravi Mehta,2023-03-27,Customer escalated billing issue. Resolved within 12 hours.,No,
NOTE-00794,ACC-0407,RapidFix Pest Control Systems,Call,Ravi Mehta,2025-02-27,Check-in call completed. Customer neutral. Next step: send upsell proposal.,No,
NOTE-00795,ACC-0238,Summit HVAC Experts,Upsell Attempt,Sadia Islam,2025-05-24,Discussed seat expansion — customer added 3 techs. MRR increase: $176.,No,
NOTE-00796,ACC-0087,RapidFix HVAC Professionals,Upsell Attempt,Emma Solis,2023-12-19,Discussed seat expansion — customer added 1 techs. MRR increase: $376.,Yes,
NOTE-00797,ACC-0129,Apex HVAC Associates,QBR,Tanya Oluoch,2025-04-07,"QBR held with the owner. Reviewed usage metrics, discussed billing. Customer frustrated.",No,
NOTE-00798,ACC-0285,TrustWorks Facilities Management Services,Upsell Attempt,Felix Brennan,2024-02-23,Presented Analytics Add-On demo. Customer frustrated.,Yes,
NOTE-00799,ACC-0337,BlueStar HVAC Systems,Health Check,Emma Solis,2024-07-05,Health score reviewed: 76.2. Status: Green. send documentation flagged.,No,2024-07-10
NOTE-00800,ACC-0367,ProServ Plumbing Experts,Renewal Discussion,Emma Solis,2024-06-07,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00801,ACC-0213,Metro Other Experts,Email,Ravi Mehta,2024-09-17,Followed up on billing. No response yet.,Yes,2024-09-23
NOTE-00802,ACC-0172,Elite Pest Control Works,Escalation,Sadia Islam,2024-02-13,Customer escalated billing issue. Resolved within 18 hours.,No,2024-02-25
NOTE-00803,ACC-0595,National HVAC Services,Renewal Discussion,Felix Brennan,2024-02-05,Renewal discussion initiated. Contract ends in 30 days. Customer excited about new features.,No,
NOTE-00804,ACC-0166,Metro HVAC Experts,Email,Jordan Blake,2025-02-15,Sent renewal email — awaiting response.,No,2025-02-27
NOTE-00805,ACC-0161,Elite Facilities Management Systems,Upsell Attempt,Tanya Oluoch,2023-03-16,Discussed seat expansion — customer added 3 techs. MRR increase: $169.,No,
NOTE-00806,ACC-0195,Dynamic HVAC Solutions,Call,Lena Fischer,2023-01-26,Spoke with the owner re: scheduling features. Action: schedule follow-up.,No,2023-02-01
NOTE-00807,ACC-0304,Dynamic Pest Control Group,Upsell Attempt,Felix Brennan,2024-01-20,Discussed seat expansion — customer added 5 techs. MRR increase: $488.,Yes,2024-01-25
NOTE-00808,ACC-0210,Apex HVAC Associates,Call,Felix Brennan,2025-05-27,Check-in call completed. Customer excited about new features. Next step: send upsell proposal.,No,2025-05-30
NOTE-00809,ACC-0227,SwiftLine Landscaping Solutions,QBR,Emma Solis,2023-04-18,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-00810,ACC-0192,Heritage HVAC Systems,Renewal Discussion,Sadia Islam,2023-07-14,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-07-26
NOTE-00811,ACC-0424,TrustWorks Pest Control Associates,Call,Omar Castillo,2024-01-04,Check-in call completed. Customer positive. Next step: schedule follow-up.,No,
NOTE-00812,ACC-0269,Apex Plumbing Works,Upsell Attempt,Lena Fischer,2024-08-29,Discussed seat expansion — customer added 2 techs. MRR increase: $103.,Yes,
NOTE-00813,ACC-0397,National HVAC Technologies,Email,Jordan Blake,2024-08-05,Customer replied re: billing. considering cancellation.,No,
NOTE-00814,ACC-0103,SwiftLine Landscaping Partners,Email,Tanya Oluoch,2023-06-01,Sent renewal email — awaiting response.,No,
NOTE-00815,ACC-0253,Summit Pest Control Experts,Renewal Discussion,Sadia Islam,2024-10-12,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2024-10-23
NOTE-00816,ACC-0497,Metro HVAC Associates,Health Check,Lena Fischer,2023-12-29,Health score reviewed: 62.4. Status: Yellow. schedule follow-up flagged.,No,2024-01-11
NOTE-00817,ACC-0340,Reliable Electrical Solutions,Health Check,Felix Brennan,2024-12-22,Weekly health check — score 51.0. Mobile adoption at risk.,No,
NOTE-00818,ACC-0472,Heritage Pest Control Solutions,Call,Emma Solis,2023-12-22,Check-in call completed. Customer neutral. Next step: send upsell proposal.,No,
NOTE-00819,ACC-0477,Apex HVAC Partners,Upsell Attempt,Ravi Mehta,2025-05-03,Discussed seat expansion — customer added 2 techs. MRR increase: $271.,No,
NOTE-00820,ACC-0193,Dynamic Pest Control Systems,Upsell Attempt,Felix Brennan,2024-10-09,Discussed seat expansion — customer added 4 techs. MRR increase: $347.,Yes,2024-10-20
NOTE-00821,ACC-0201,National HVAC Technologies,Health Check,Ravi Mehta,2024-12-04,Weekly health check — score 66.2. Mobile adoption at risk.,No,2024-12-18
NOTE-00822,ACC-0315,Reliable Landscaping Partners,Call,Jordan Blake,2023-08-28,Spoke with IT lead re: QuickBooks integration. Action: send documentation.,No,2023-09-03
NOTE-00823,ACC-0141,SwiftLine Landscaping Technologies,Renewal Discussion,Felix Brennan,2023-08-26,Renewal discussion initiated. Contract ends in 60 days. Customer frustrated.,Yes,2023-08-29
NOTE-00824,ACC-0617,Apex Electrical Professionals,Upsell Attempt,Sadia Islam,2025-01-27,Discussed seat expansion — customer added 5 techs. MRR increase: $353.,Yes,
NOTE-00825,ACC-0124,Heritage Facilities Management Technologies,Health Check,Jordan Blake,2023-01-21,Weekly health check — score 73.2. Mobile adoption at risk.,No,2023-02-02
NOTE-00826,ACC-0602,RapidFix HVAC Professionals,Renewal Discussion,Jordan Blake,2023-09-05,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00827,ACC-0414,Summit HVAC Systems,QBR,Ravi Mehta,2024-11-13,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,No,
NOTE-00828,ACC-0536,ProServ Pest Control Solutions,Email,Tanya Oluoch,2023-12-10,Followed up on mobile app adoption. No response yet.,No,2023-12-22
NOTE-00829,ACC-0216,OneCall Pest Control Solutions,Call,Emma Solis,2024-01-04,Spoke with IT lead re: scheduling features. Action: loop in SE.,Yes,2024-01-13
NOTE-00830,ACC-0060,Metro Plumbing Professionals,Health Check,Omar Castillo,2023-12-30,Health score reviewed: 77.0. Status: Green. schedule follow-up flagged.,No,2024-01-13
NOTE-00831,ACC-0023,TrustWorks Electrical Solutions,Escalation,Sadia Islam,2024-12-18,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2024-12-30
NOTE-00832,ACC-0252,Heritage Plumbing Solutions,QBR,Omar Castillo,2024-12-29,"QBR held with IT lead. Reviewed usage metrics, discussed QuickBooks integration. Customer positive.",Yes,
NOTE-00833,ACC-0205,Apex Other Professionals,Health Check,Ravi Mehta,2024-05-09,Weekly health check — score 61.2. Mobile adoption at risk.,Yes,
NOTE-00834,ACC-0442,National Electrical Experts,Upsell Attempt,Sadia Islam,2023-11-04,Discussed seat expansion — customer added 5 techs. MRR increase: $391.,No,2023-11-07
NOTE-00835,ACC-0251,TrustWorks HVAC Systems,Health Check,Sadia Islam,2025-02-10,Weekly health check — score 57.9. Mobile adoption at risk.,No,
NOTE-00836,ACC-0205,Apex Other Professionals,Email,Ravi Mehta,2024-04-23,Followed up on reporting. No response yet.,Yes,2024-05-07
NOTE-00837,ACC-0356,Allied HVAC Services,Upsell Attempt,Sadia Islam,2023-12-28,Discussed seat expansion — customer added 5 techs. MRR increase: $162.,No,
NOTE-00838,ACC-0621,Summit Plumbing Technologies,Renewal Discussion,Ravi Mehta,2023-04-17,Renewal discussion initiated. Contract ends in 34 days. Customer considering cancellation.,No,
NOTE-00839,ACC-0130,SwiftLine Pest Control Systems,Health Check,Tanya Oluoch,2023-01-09,Health score reviewed: 69.0. Status: Yellow. send upsell proposal flagged.,No,2023-01-16
NOTE-00840,ACC-0191,Pinnacle Landscaping Associates,Call,Ravi Mehta,2023-02-19,Check-in call completed. Customer considering cancellation. Next step: escalate to VP CS.,No,2023-02-27
NOTE-00841,ACC-0156,Regional Electrical Associates,Renewal Discussion,Omar Castillo,2024-07-18,Renewal discussion initiated. Contract ends in 67 days. Customer excited about new features.,Yes,
NOTE-00842,ACC-0178,Premier Other Systems,QBR,Sadia Islam,2023-04-18,"QBR held with IT lead. Reviewed usage metrics, discussed QuickBooks integration. Customer frustrated.",Yes,
NOTE-00843,ACC-0246,Apex HVAC Professionals,Renewal Discussion,Emma Solis,2025-04-06,Renewal discussion initiated. Contract ends in 33 days. Customer considering cancellation.,No,2025-04-12
NOTE-00844,ACC-0084,ProServ Plumbing Associates,Email,Jordan Blake,2025-03-04,Sent renewal email — awaiting response.,No,
NOTE-00845,ACC-0466,Allied HVAC Group,Renewal Discussion,Felix Brennan,2024-10-29,Renewal discussion initiated. Contract ends in 52 days. Customer considering cancellation.,No,2024-11-05
NOTE-00846,ACC-0371,Summit HVAC Group,Health Check,Lena Fischer,2023-04-22,Health score reviewed: 50.9. Status: Yellow. send documentation flagged.,No,
NOTE-00847,ACC-0198,SwiftLine Facilities Management Group,Email,Sadia Islam,2023-04-16,Sent renewal email — awaiting response.,No,2023-04-26
NOTE-00848,ACC-0113,Regional HVAC Technologies,Health Check,Sadia Islam,2025-05-06,Weekly health check — score 84.0. Mobile adoption at risk.,Yes,2025-05-13
NOTE-00849,ACC-0342,Metro HVAC Partners,Renewal Discussion,Ravi Mehta,2023-08-28,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00850,ACC-0356,Allied HVAC Services,Health Check,Sadia Islam,2024-06-14,Weekly health check — score 57.8. Mobile adoption at risk.,No,
NOTE-00851,ACC-0388,RapidFix Facilities Management Experts,Health Check,Felix Brennan,2023-05-13,Health score reviewed: 75.0. Status: Green. escalate to VP CS flagged.,No,
NOTE-00852,ACC-0291,Regional HVAC Professionals,Email,Tanya Oluoch,2023-10-05,Followed up on pricing. No response yet.,No,2023-10-19
NOTE-00853,ACC-0008,Apex Facilities Management Works,Renewal Discussion,Omar Castillo,2024-07-24,Renewal discussion initiated. Contract ends in 42 days. Customer frustrated.,Yes,
NOTE-00854,ACC-0532,SwiftLine Other Services,Email,Lena Fischer,2023-12-06,Followed up on mobile app adoption. No response yet.,No,2023-12-16
NOTE-00855,ACC-0129,Apex HVAC Associates,Upsell Attempt,Tanya Oluoch,2024-06-18,Discussed seat expansion — customer added 3 techs. MRR increase: $499.,Yes,2024-06-23
NOTE-00856,ACC-0187,OneCall HVAC Group,Email,Jordan Blake,2024-04-01,Followed up on pricing. No response yet.,No,
NOTE-00857,ACC-0225,National HVAC Professionals,Upsell Attempt,Ravi Mehta,2023-01-10,Discussed seat expansion — customer added 2 techs. MRR increase: $142.,No,
NOTE-00858,ACC-0165,Allied Facilities Management Experts,Upsell Attempt,Sadia Islam,2023-02-16,Presented Analytics Add-On demo. Customer neutral.,Yes,2023-02-27
NOTE-00859,ACC-0491,TrustWorks HVAC Partners,Health Check,Emma Solis,2024-07-20,Weekly health check — score 53.8. Mobile adoption at risk.,No,
NOTE-00860,ACC-0246,Apex HVAC Professionals,QBR,Emma Solis,2024-02-17,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-00861,ACC-0312,ProServ Facilities Management Systems,Health Check,Sadia Islam,2024-09-12,Weekly health check — score 80.2. Mobile adoption at risk.,No,
NOTE-00862,ACC-0254,Pinnacle HVAC Partners,Health Check,Lena Fischer,2024-09-02,Weekly health check — score 51.5. Mobile adoption at risk.,No,2024-09-13
NOTE-00863,ACC-0557,Heritage HVAC Solutions,QBR,Sadia Islam,2024-02-08,"QBR held with IT lead. Reviewed usage metrics, discussed scheduling features. Customer neutral.",No,
NOTE-00864,ACC-0618,SwiftLine HVAC Technologies,Call,Emma Solis,2023-12-14,Check-in call completed. Customer neutral. Next step: send upsell proposal.,Yes,
NOTE-00865,ACC-0266,Dynamic HVAC Experts,Health Check,Ravi Mehta,2023-04-27,Health score reviewed: 83.0. Status: Green. escalate to VP CS flagged.,No,2023-05-02
NOTE-00866,ACC-0435,Premier Facilities Management Experts,QBR,Emma Solis,2024-10-17,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,No,2024-10-25
NOTE-00867,ACC-0424,TrustWorks Pest Control Associates,Call,Omar Castillo,2024-08-01,Spoke with ops director re: mobile app adoption. Action: send upsell proposal.,No,
